Name	Year	Rating	Description	Visual Appeal	Reliability	Performance	Comfort	Service Experience	Maintenance cost	Extra Features	Likes	Dislikes	Used it for	Owned for	Mileage	Ridden for
Debjit Adhikari	7 years ago by	4	Debjit	5			4			4	"
                            53"	"
                            5"				
Sukanta	8 years ago by	5	Indian bike wining world	5	5						"
                            326"	"
                            64"				
Sudip Mukhopadhyay	8 years ago by	4	A bold looking evergreen bike	5			4	4		4	"
                            184"	"
                            38"				
Aravind	4 years ago by	5	My review	5	5	5	4		5	4	"
                            1"	"
                            0"	Everything	< 3 months		< 5000 kms
Paritosh	4 years ago by	4	King of the road: my bull	5	5		4	4		4	"
                            1"	"
                            0"	Daily Commute	< 3 months		< 5000 kms
Ashish Iyer	4 years ago by	5	Magnificence	5	5		4	4		4	"
                            1"	"
                            0"	Everything	> 1 yr		10000-15000 kms
Achusathyan Kakkara	4 years ago by	4	Made like a gun								"
                            1"	"
                            0"	Daily Commute	> 1 yr		< 5000 kms
Dave	4 years ago by	3	Bullet es 350 mixed opinion				4	4		4	"
                            18"	"
                            2"	Daily Commute	> 1 yr		> 15000 kms
Inderpal Singh	4 years ago by	5	Old is gold	5	5	5	4	4	5	4	"
                            2"	"
                            2"	Daily Commute	Never owned		
Vishav Kumar	4 years ago by	5	Bullet is the father of all bikes....	5	5	5	4	4	5	4	"
                            6"	"
                            2"	Everything	< 3 months		< 5000 kms
Danish	4 years ago by	4	Buy bike for ride t to showoff	5			4	4		4	"
                            0"	"
                            0"	Daily Commute	3-6 months		> 15000 kms
Vern Tauro	4 years ago by	5	Old metal bike!	5	5	5	4		5	4	"
                            0"	"
                            1"	Everything	> 1 yr		< 5000 kms
Raman	5 years ago by	2	Horrible								"
                            64"	"
                            8"				
Venkatesh	6 years ago by	2	Royal cheaters								"
                            284"	"
                            38"				
Debjit Adhikari	7 years ago by	4	Debjit	5			4			4	"
                            53"	"
                            5"				
Sukanta	8 years ago by	5	Indian bike wining world	5	5						"
                            326"	"
                            64"				
Sudip Mukhopadhyay	8 years ago by	4	A bold looking evergreen bike	5			4	4		4	"
                            184"	"
                            38"				
Aravind	4 years ago by	5	My review	5	5	5	4		5	4	"
                            1"	"
                            0"	Everything	< 3 months		< 5000 kms
Paritosh	4 years ago by	4	King of the road: my bull	5	5		4	4		4	"
                            1"	"
                            0"	Daily Commute	< 3 months		< 5000 kms
Ashish Iyer	4 years ago by	5	Magnificence	5	5		4	4		4	"
                            1"	"
                            0"	Everything	> 1 yr		10000-15000 kms
Achusathyan Kakkara	4 years ago by	4	Made like a gun								"
                            1"	"
                            0"	Daily Commute	> 1 yr		< 5000 kms
Dave	4 years ago by	3	Bullet es 350 mixed opinion				4	4		4	"
                            18"	"
                            2"	Daily Commute	> 1 yr		> 15000 kms
Inderpal Singh	4 years ago by	5	Old is gold	5	5	5	4	4	5	4	"
                            2"	"
                            2"	Daily Commute	Never owned		
Vishav Kumar	4 years ago by	5	Bullet is the father of all bikes....	5	5	5	4	4	5	4	"
                            6"	"
                            2"	Everything	< 3 months		< 5000 kms
Danish	4 years ago by	4	Buy bike for ride t to showoff	5			4	4		4	"
                            0"	"
                            0"	Daily Commute	3-6 months		> 15000 kms
Vern Tauro	4 years ago by	5	Old metal bike!	5	5	5	4		5	4	"
                            0"	"
                            1"	Everything	> 1 yr		< 5000 kms
Raman	5 years ago by	2	Horrible								"
                            64"	"
                            8"				
Venkatesh	6 years ago by	2	Royal cheaters								"
                            284"	"
                            38"				
Debjit Adhikari	7 years ago by	4	Debjit	5			4			4	"
                            53"	"
                            5"				
Sukanta	8 years ago by	5	Indian bike wining world	5	5						"
                            326"	"
                            64"				
Sudip Mukhopadhyay	8 years ago by	4	A bold looking evergreen bike	5			4	4		4	"
                            184"	"
                            38"				
Aravind	4 years ago by	5	My review	5	5	5	4		5	4	"
                            1"	"
                            0"	Everything	< 3 months		< 5000 kms
Paritosh	4 years ago by	4	King of the road: my bull	5	5		4	4		4	"
                            1"	"
                            0"	Daily Commute	< 3 months		< 5000 kms
Ashish Iyer	4 years ago by	5	Magnificence	5	5		4	4		4	"
                            1"	"
                            0"	Everything	> 1 yr		10000-15000 kms
Achusathyan Kakkara	4 years ago by	4	Made like a gun								"
                            1"	"
                            0"	Daily Commute	> 1 yr		< 5000 kms
Dave	4 years ago by	3	Bullet es 350 mixed opinion				4	4		4	"
                            18"	"
                            2"	Daily Commute	> 1 yr		> 15000 kms
Inderpal Singh	4 years ago by	5	Old is gold	5	5	5	4	4	5	4	"
                            2"	"
                            2"	Daily Commute	Never owned		
Vishav Kumar	4 years ago by	5	Bullet is the father of all bikes....	5	5	5	4	4	5	4	"
                            6"	"
                            2"	Everything	< 3 months		< 5000 kms
Danish	4 years ago by	4	Buy bike for ride t to showoff	5			4	4		4	"
                            0"	"
                            0"	Daily Commute	3-6 months		> 15000 kms
Vern Tauro	4 years ago by	5	Old metal bike!	5	5	5	4		5	4	"
                            0"	"
                            1"	Everything	> 1 yr		< 5000 kms
Raman	5 years ago by	2	Horrible								"
                            64"	"
                            8"				
Venkatesh	6 years ago by	2	Royal cheaters								"
                            284"	"
                            38"				
Debjit Adhikari	7 years ago by	4	Debjit	5			4			4	"
                            53"	"
                            5"				
Sukanta	8 years ago by	5	Indian bike wining world	5	5						"
                            326"	"
                            64"				
Sudip Mukhopadhyay	8 years ago by	4	A bold looking evergreen bike	5			4	4		4	"
                            184"	"
                            38"				
Aravind	4 years ago by	5	My review	5	5	5	4		5	4	"
                            1"	"
                            0"	Everything	< 3 months		< 5000 kms
Paritosh	4 years ago by	4	King of the road: my bull	5	5		4	4		4	"
                            1"	"
                            0"	Daily Commute	< 3 months		< 5000 kms
Ashish Iyer	4 years ago by	5	Magnificence	5	5		4	4		4	"
                            1"	"
                            0"	Everything	> 1 yr		10000-15000 kms
Achusathyan Kakkara	4 years ago by	4	Made like a gun								"
                            1"	"
                            0"	Daily Commute	> 1 yr		< 5000 kms
Dave	4 years ago by	3	Bullet es 350 mixed opinion				4	4		4	"
                            18"	"
                            2"	Daily Commute	> 1 yr		> 15000 kms
Inderpal Singh	4 years ago by	5	Old is gold	5	5	5	4	4	5	4	"
                            2"	"
                            2"	Daily Commute	Never owned		
Vishav Kumar	4 years ago by	5	Bullet is the father of all bikes....	5	5	5	4	4	5	4	"
                            6"	"
                            2"	Everything	< 3 months		< 5000 kms
Danish	4 years ago by	4	Buy bike for ride t to showoff	5			4	4		4	"
                            0"	"
                            0"	Daily Commute	3-6 months		> 15000 kms
Vern Tauro	4 years ago by	5	Old metal bike!	5	5	5	4		5	4	"
                            0"	"
                            1"	Everything	> 1 yr		< 5000 kms
Raman	5 years ago by	2	Horrible								"
                            64"	"
                            8"				
Venkatesh	6 years ago by	2	Royal cheaters								"
                            284"	"
                            38"				
Debjit Adhikari	7 years ago by	4	Debjit	5			4			4	"
                            53"	"
                            5"				
Sukanta	8 years ago by	5	Indian bike wining world	5	5						"
                            326"	"
                            64"				
Sudip Mukhopadhyay	8 years ago by	4	A bold looking evergreen bike	5			4	4		4	"
                            184"	"
                            38"				
Aravind	4 years ago by	5	My review	5	5	5	4		5	4	"
                            1"	"
                            0"	Everything	< 3 months		< 5000 kms
Paritosh	4 years ago by	4	King of the road: my bull	5	5		4	4		4	"
                            1"	"
                            0"	Daily Commute	< 3 months		< 5000 kms
Ashish Iyer	4 years ago by	5	Magnificence	5	5		4	4		4	"
                            1"	"
                            0"	Everything	> 1 yr		10000-15000 kms
Achusathyan Kakkara	4 years ago by	4	Made like a gun								"
                            1"	"
                            0"	Daily Commute	> 1 yr		< 5000 kms
Dave	4 years ago by	3	Bullet es 350 mixed opinion				4	4		4	"
                            18"	"
                            2"	Daily Commute	> 1 yr		> 15000 kms
Inderpal Singh	4 years ago by	5	Old is gold	5	5	5	4	4	5	4	"
                            2"	"
                            2"	Daily Commute	Never owned		
Vishav Kumar	4 years ago by	5	Bullet is the father of all bikes....	5	5	5	4	4	5	4	"
                            6"	"
                            2"	Everything	< 3 months		< 5000 kms
Danish	4 years ago by	4	Buy bike for ride t to showoff	5			4	4		4	"
                            0"	"
                            0"	Daily Commute	3-6 months		> 15000 kms
